,logFC,AveExpr,t,P.Value,adj.P.Val,B,SYMBOLS
BMS1P2,-0.10990055,3.819047437,0.913591954,0.37145189,0.829567642,-5.316769176,BMS1P2
OR5C1,0.052644111,3.306436953,-0.913581314,0.371457352,0.829567642,-5.316777852,OR5C1
TSG1,0.046611048,3.274484196,-0.913493717,0.371502324,0.829567642,-5.316849281,TSG1
ATRN,0.078061566,3.501374635,-0.913431888,0.371534069,0.829567642,-5.316899694,ATRN
LCE3B,0.066038354,3.204635193,-0.913406596,0.371547054,0.829567642,-5.316920315,LCE3B
EIF1AX,-0.126392168,4.407903414,0.913354994,0.371573551,0.829567642,-5.316962386,EIF1AX
GAL3ST4,0.068909629,3.499655494,-0.913151253,0.371678177,0.829567642,-5.317128473,GAL3ST4
CRLF1,0.064531835,3.50490384,-0.913135545,0.371686245,0.829567642,-5.317141277,CRLF1
PSMB4,0.173036997,7.468337847,-0.913108726,0.371700019,0.829567642,-5.317163137,PSMB4
GYG2,0.057718592,3.362681814,-0.912952135,0.371780449,0.829567642,-5.31729076,GYG2
FAR2P1,-0.058082574,3.453090631,0.912931964,0.37179081,0.829567642,-5.317307198,FAR2P1
ZNF277,-0.155684193,4.932938468,0.912758905,0.371879714,0.829567642,-5.317448216,ZNF277
CAPN10,0.04448276,3.254574889,-0.912655766,0.371932706,0.829567642,-5.317532248,CAPN10
PDILT,0.046656551,3.172421653,-0.912650467,0.371935428,0.829567642,-5.317536565,PDILT
RBM34,-0.179305869,5.936187919,0.912531709,0.371996451,0.829567642,-5.317633311,RBM34
PLCZ1,0.048077833,3.279037547,-0.912520425,0.372002249,0.829567642,-5.317642504,PLCZ1
MMRN1,0.041103302,3.200309909,-0.912510053,0.372007579,0.829567642,-5.317650952,MMRN1
PPFIA1,-0.154438271,5.688956849,0.912465909,0.372030264,0.829567642,-5.31768691,PPFIA1
LINC00426,-0.152731277,5.447263398,0.91225086,0.372140789,0.829703143,-5.31786206,LINC00426
NECAB2,0.050830906,3.254570639,-0.91209992,0.372218378,0.829703143,-5.317984971,NECAB2
MRPS12,-0.191444981,7.964204033,0.912071478,0.372232999,0.829703143,-5.31800813,MRPS12
POU3F2,0.045600994,3.288106637,-0.912043232,0.37224752,0.829703143,-5.318031128,POU3F2
CADM3,0.048608176,3.219257879,-0.911815546,0.372364586,0.829876853,-5.31821649,CADM3
CCL19,-0.047446986,3.336505122,0.911627138,0.372461475,0.829973907,-5.318369842,CCL19
SPOCK3,0.037752787,3.162145092,-0.911562221,0.372494862,0.829973907,-5.318422674,SPOCK3
SLC2A2,0.046566037,3.176840392,-0.911502579,0.372525538,0.829973907,-5.31847121,SLC2A2
SNHG15,-0.190190629,6.883946895,0.911326055,0.372616342,0.83008901,-5.318614846,SNHG15
CEACAM5,-0.044789265,3.260703171,0.911244152,0.372658478,0.830095683,-5.318681481,CEACAM5
LOC100134368,-0.047979569,3.373794912,0.910940938,0.372814496,0.830247471,-5.318928123,LOC100134368
ZNF317,-0.130817545,4.660351789,0.910930161,0.372820042,0.830247471,-5.318936888,ZNF317
CNGB1,-0.289304286,6.601166836,0.910883483,0.372844064,0.830247471,-5.31897485,CNGB1
STRN3,-0.067321755,3.56815965,0.910491292,0.373045941,0.830357669,-5.31929374,STRN3
OTOAP1,-0.050850145,3.411656148,0.910458488,0.37306283,0.830357669,-5.319320407,OTOAP1
C16orf87,-0.169839202,5.111128988,0.910427133,0.373078972,0.830357669,-5.319345895,C16orf87
C7orf61,0.043748366,3.211278047,-0.91032501,0.373131555,0.830357669,-5.319428905,C7orf61
PARVB,0.133581415,4.330697219,-0.910166036,0.373213418,0.830357669,-5.319558109,PARVB
FAM32A,-0.195237081,7.591864384,0.910133237,0.373230309,0.830357669,-5.319584763,FAM32A
ALPK2,0.046815805,3.286016557,-0.910098881,0.373248003,0.830357669,-5.319612681,ALPK2
SSX2IP,-0.053170706,3.295113232,0.909960004,0.373319532,0.830357669,-5.319725527,SSX2IP
LOC283922,0.0617877,3.457497832,-0.909950442,0.373324457,0.830357669,-5.319733297,LOC283922
ARID3B,0.09876101,4.2307975,-0.909923209,0.373338484,0.830357669,-5.319755423,ARID3B
OR4F15,0.038611999,3.2046557,-0.909856811,0.373372687,0.830357669,-5.319809368,OR4F15
OTUD3,-0.071150579,3.641011292,0.909677706,0.373464957,0.830357669,-5.319954863,OTUD3
ZCCHC13,0.051923816,3.119976675,-0.909554073,0.373528659,0.830357669,-5.32005528,ZCCHC13
PSEN1,-0.047952225,3.147970789,0.909455857,0.37357927,0.830357669,-5.320135045,PSEN1
ZMYM3,0.108768768,4.068304599,-0.909439535,0.373587681,0.830357669,-5.3201483,ZMYM3
UQCR11,-0.079765985,3.770239049,0.909371093,0.373622952,0.830357669,-5.320203878,UQCR11
IFI30,0.395130015,5.802594788,-0.909369854,0.373623591,0.830357669,-5.320204884,IFI30
NUP62,0.18313317,7.085703379,-0.909353846,0.37363184,0.830357669,-5.320217882,NUP62
TPBGL,0.060077285,3.21606655,-0.909189154,0.373716724,0.830357669,-5.320351603,TPBGL
GSTTP2,-0.267788341,6.610992355,0.909137312,0.373743447,0.830357669,-5.320393691,GSTTP2
KRTCAP2,-0.14215473,8.621208468,0.909126421,0.373749061,0.830357669,-5.320402532,KRTCAP2
COL4A3,0.039083181,3.19197565,-0.909030624,0.373798444,0.830357669,-5.320480299,COL4A3
OR14J1,0.050915307,3.161154071,-0.90898147,0.373823785,0.830357669,-5.320520198,OR14J1
PPFIBP2,0.138395391,4.147776036,-0.908931834,0.373849375,0.830357669,-5.320560487,PPFIBP2
USP39,0.185783726,6.210060558,-0.908871268,0.373880602,0.830357669,-5.320609645,USP39
CAVIN4,0.046668195,3.221310236,-0.908794495,0.373920187,0.830357669,-5.320671952,CAVIN4
OSTM1,0.048753912,3.312538168,-0.90870061,0.3739686,0.830357669,-5.320748141,OSTM1
CARMN,-0.046447808,3.265779994,0.908632404,0.374003773,0.830357669,-5.320803487,CARMN
RANBP17,0.037018785,3.123178277,-0.908515883,0.374063868,0.830357669,-5.320898029,RANBP17
OR1K1,0.047678288,3.251834052,-0.908378072,0.37413495,0.830357669,-5.32100983,OR1K1
OLFML3,0.0553667,3.257552286,-0.908342071,0.374153521,0.830357669,-5.321039034,OLFML3
LRGUK,-0.056580536,3.305351287,0.908327497,0.374161039,0.830357669,-5.321050856,LRGUK
KANK2,0.049960488,3.24047027,-0.908100597,0.374278099,0.830357669,-5.32123489,KANK2
SEL1L2,0.04498158,3.239133172,-0.908032623,0.374313171,0.830357669,-5.321290013,SEL1L2
IQSEC2,0.058604576,3.301297738,-0.90796087,0.374350197,0.830357669,-5.321348198,IQSEC2
MT4,0.049343462,3.191046872,-0.907923753,0.374369351,0.830357669,-5.321378294,MT4
ACTC1,0.041918773,3.174611266,-0.907901318,0.374380928,0.830357669,-5.321396485,ACTC1
TTC13,-0.138408364,5.186252293,0.90769643,0.374486672,0.830357669,-5.321562596,TTC13
IGFLR1,0.224611122,5.705287926,-0.90757472,0.374549496,0.830357669,-5.321661254,IGFLR1
SLC26A7,-0.049395258,3.177571917,0.907524988,0.374575169,0.830357669,-5.321701564,SLC26A7
MYDGF,0.199255281,7.397350483,-0.907430309,0.374624048,0.830357669,-5.321778299,MYDGF
C15orf56,0.037066817,3.112309342,-0.907216231,0.374734582,0.830357669,-5.321951777,C15orf56
DNAH10,-0.045402344,3.261716217,0.907108189,0.374790376,0.830357669,-5.322039315,DNAH10
CCNB2,0.257684796,5.63596886,-0.907010427,0.374840866,0.830357669,-5.322118515,CCNB2
NKX6-3,0.051607198,3.306851806,-0.90699659,0.374848012,0.830357669,-5.322129724,NKX6-3
ACAT1,-0.190517173,7.094459862,0.906983673,0.374854684,0.830357669,-5.322140188,ACAT1
OR4C3,0.061624445,3.232533139,-0.906883481,0.374906434,0.830357669,-5.322221346,OR4C3
LIN28A,0.047134704,3.137998936,-0.906811955,0.374943381,0.830357669,-5.32227928,LIN28A
PCBP4,-0.113894336,4.313610174,0.906704029,0.374999135,0.830357669,-5.322366688,PCBP4
ASL,-0.113517583,3.991222512,0.906677213,0.375012989,0.830357669,-5.322388404,ASL
MIR1911,0.052318724,3.181702295,-0.906666278,0.375018639,0.830357669,-5.322397259,MIR1911
NFE2,0.25176065,4.170383918,-0.906637004,0.375033763,0.830357669,-5.322420966,NFE2
MCMBP,-0.129065134,4.442899562,0.906437125,0.375137041,0.830357669,-5.322582809,MCMBP
BPIFA1,0.0521588,3.255922118,-0.906432016,0.375139681,0.830357669,-5.322586945,BPIFA1
GGACT,-0.210280824,4.75625113,0.906421322,0.375145207,0.830357669,-5.322595604,GGACT
PANK4,0.113883871,4.282793912,-0.906388213,0.375162316,0.830357669,-5.322622409,PANK4
HOXC4,-0.097130387,3.433317941,0.906357936,0.375177963,0.830357669,-5.32264692,HOXC4
MIR568,-0.046793284,3.231392388,0.906350205,0.375181958,0.830357669,-5.322653178,MIR568
HINFP,-0.119176095,4.635333735,0.906308365,0.375203581,0.830357669,-5.322687049,HINFP
CLDN7,-0.053387658,3.193275656,0.906186894,0.375266362,0.830409954,-5.322785377,CLDN7
CLEC4F,0.069320176,3.289058937,-0.90601339,0.375356047,0.830436583,-5.322925802,CLEC4F
RANBP2,-0.054529517,3.208705756,0.905766565,0.375483657,0.830436583,-5.323125528,RANBP2
CEP131,-0.186833865,5.188352773,0.905756825,0.375488693,0.830436583,-5.323133408,CEP131
VTA1,0.081712977,3.849103873,-0.905746839,0.375493857,0.830436583,-5.323141487,VTA1
B3GNT5,0.041294244,3.178599956,-0.905709332,0.375513251,0.830436583,-5.323171833,B3GNT5
OR8K1,0.049741764,3.151738041,-0.905709168,0.375513336,0.830436583,-5.323171965,OR8K1
OR10G9,0.045752713,3.190932572,-0.905481241,0.375631207,0.830475682,-5.323356343,OR10G9
PSG1,-0.04354247,3.211500762,0.905225685,0.375763396,0.830475682,-5.323563022,PSG1
KRT1,-0.104080807,3.395296719,0.905138314,0.375808597,0.830475682,-5.32363367,KRT1
UBE2D1,0.052111398,3.254616179,-0.905126583,0.375814666,0.830475682,-5.323643155,UBE2D1
FAM167A-AS1,0.046190161,3.302926395,-0.905101756,0.375827511,0.830475682,-5.323663229,FAM167A-AS1
SNRNP40,0.189639595,5.091477411,-0.905095277,0.375830863,0.830475682,-5.323668467,SNRNP40
KIAA1958,-0.053866651,3.44826452,0.90506531,0.375846368,0.830475682,-5.323692696,KIAA1958
PLET1,0.053905289,3.232546912,-0.904818532,0.375974063,0.830475682,-5.323892192,PLET1
PRDM9,0.065604089,3.427464927,-0.904731191,0.376019265,0.830475682,-5.323962787,PRDM9
MAP3K13,-0.047458118,3.185595143,0.904696646,0.376037145,0.830475682,-5.323990707,MAP3K13
PRSS2,-0.053813221,3.352859312,0.904626677,0.37607336,0.830475682,-5.324047254,PRSS2
TMEM244,-0.168041779,4.336408625,0.90454409,0.376116108,0.830475682,-5.324113993,TMEM244
C1orf35,-0.134001975,4.96080874,0.90453814,0.376119188,0.830475682,-5.324118801,C1orf35
KIAA0930,0.055617532,3.466231527,-0.904426497,0.376176983,0.830475682,-5.324209012,KIAA0930
CDH1,0.054013007,3.294218034,-0.904321308,0.376231441,0.830475682,-5.324293999,CDH1
MPV17,0.187443083,5.637351882,-0.904272497,0.376256714,0.830475682,-5.324333431,MPV17
SBK3,-0.047326066,3.274474306,0.904200243,0.376294126,0.830475682,-5.324391801,SBK3
KRTAP5-7,-0.048623286,3.155223793,0.904170666,0.376309441,0.830475682,-5.324415692,KRTAP5-7
PTPN3,0.053293941,3.441435261,-0.904114598,0.376338475,0.830475682,-5.324460981,PTPN3
CYP2C8,0.041678183,3.220220806,-0.904064311,0.376364517,0.830475682,-5.324501598,CYP2C8
CASP8AP2,-0.035591399,3.202130205,0.904060206,0.376366642,0.830475682,-5.324504914,CASP8AP2
TMEM130,0.045549713,3.165508523,-0.904010266,0.376392505,0.830475682,-5.324545248,TMEM130
NHLRC3,0.074282099,3.700832366,-0.903925883,0.376436208,0.830485707,-5.324613397,NHLRC3
EIF2S1,-0.09855257,3.983693356,0.903822341,0.376489839,0.830517631,-5.32469701,EIF2S1
RBCK1,-0.171393203,5.807357107,0.903655107,0.37657647,0.830619954,-5.324832038,RBCK1
PANX3,-0.038506155,3.231234446,0.903581595,0.376614555,0.830619954,-5.324891386,PANX3
LOC100287792,0.056495628,3.207612557,-0.903325008,0.376747507,0.830826779,-5.325098499,LOC100287792
FAM110A,0.199241702,5.533188089,-0.902753486,0.377043757,0.831349697,-5.32555963,FAM110A
SNORD51,0.050088638,3.249608847,-0.902716315,0.37706303,0.831349697,-5.325589612,SNORD51
PDK2,0.050541684,3.394092977,-0.902494181,0.377178219,0.831517221,-5.325768762,PDK2
PPP2R1A,0.183581988,6.385542301,-0.902374448,0.377240317,0.83156768,-5.325865309,PPP2R1A
LRRC43,0.052635339,3.335704378,-0.902069028,0.37739875,0.831825486,-5.326111532,LRRC43
BMF,0.11084014,3.778998522,-0.90199778,0.377435715,0.831825486,-5.326168959,BMF
ACTR3BP5,0.05441707,3.213756669,-0.901854336,0.377510145,0.831903071,-5.326284565,ACTR3BP5
GTF2IRD1,-0.057330343,3.41949174,0.901673201,0.377604146,0.831924689,-5.326430525,GTF2IRD1
EDARADD,-0.097342997,4.097483138,0.901624797,0.377629268,0.831924689,-5.326469524,EDARADD
HMGN5,-0.055230861,3.391337891,0.901432549,0.377729058,0.831924689,-5.326624402,HMGN5
CHCHD2,-0.132091267,9.352391832,0.901412541,0.377739444,0.831924689,-5.326640518,CHCHD2
OR13C8,-0.046956942,3.174367803,0.901403305,0.377744239,0.831924689,-5.326647959,OR13C8
ELP1,0.050955555,3.452533598,-0.901271043,0.377812903,0.831924689,-5.32675449,ELP1
SNORA50C,-0.100899157,4.211676922,0.901260183,0.377818541,0.831924689,-5.326763236,SNORA50C
DIPK2B,0.052925021,3.468513749,-0.901064513,0.377920141,0.831924689,-5.326920811,DIPK2B
TIFA,-0.086005898,3.65628137,0.901035925,0.377934986,0.831924689,-5.326943831,TIFA
CABCOCO1,-0.044834098,3.14971268,0.901034979,0.377935477,0.831924689,-5.326944592,CABCOCO1
ACR,-0.047850957,3.282533692,0.900934998,0.3779874,0.831924689,-5.327025094,ACR
MIR208B,0.044165524,3.150163019,-0.900928685,0.377990678,0.831924689,-5.327030176,MIR208B
SFTPA1,0.079904495,3.266486882,-0.900727435,0.378095207,0.832068398,-5.327192191,SFTPA1
FETUB,-0.054909721,3.331085245,0.900549128,0.378187835,0.83218589,-5.327335707,FETUB
HDAC2,-0.132751805,4.917209498,0.900194676,0.378372012,0.832317432,-5.327620922,HDAC2
SAFB,0.173272737,6.330947684,-0.900180215,0.378379528,0.832317432,-5.327632556,SAFB
RND2,0.04968886,3.409248519,-0.900082139,0.3784305,0.832317432,-5.327711455,RND2
TBC1D8B,-0.047490575,3.237916723,0.899954397,0.378496898,0.832317432,-5.327814207,TBC1D8B
BCAP29,-0.121274214,4.673619547,0.899906566,0.378521761,0.832317432,-5.327852678,BCAP29
ANKRD29,0.056108071,3.262601061,-0.899872679,0.378539377,0.832317432,-5.327879932,ANKRD29
HSPB2,0.04545452,3.293670328,-0.899863792,0.378543997,0.832317432,-5.327887079,HSPB2
RFXANK,0.182123342,6.630340765,-0.899814598,0.378569571,0.832317432,-5.327926643,RFXANK
ATXN7L2,-0.119113218,4.274478993,0.899754484,0.378600824,0.832317432,-5.327974986,ATXN7L2
LSM14B,-0.065002402,3.521201649,0.899587815,0.378687482,0.832421654,-5.328109003,LSM14B
DPP8,0.134130463,4.652679398,-0.899453451,0.378757353,0.832488956,-5.328217027,DPP8
FAM89B,0.18430276,5.897719898,-0.899159232,0.37891038,0.832675599,-5.328453518,FAM89B
CEACAM4,0.055185653,3.388781275,-0.899108304,0.378936873,0.832675599,-5.328494446,CEACAM4
PLPPR1,-0.049824012,3.186699565,0.898994848,0.378995896,0.832675599,-5.328585617,PLPPR1
C9,0.051099439,3.15505985,-0.89897153,0.379008028,0.832675599,-5.328604354,C9
RNF44,-0.181569367,6.264205926,0.898873625,0.379058968,0.832675599,-5.328683019,RNF44
SCAMP3,0.174315526,6.059091802,-0.898837348,0.379077844,0.832675599,-5.328712165,SCAMP3
C16orf54,-0.05982024,3.407760503,0.898654663,0.379172909,0.832701118,-5.328858921,C16orf54
LRRC41,0.122435127,4.479507214,-0.898648508,0.379176112,0.832701118,-5.328863865,LRRC41
PCDH18,-0.048403885,3.25685873,0.898588674,0.379207252,0.832701118,-5.328911925,PCDH18
PLA2G2E,0.043339982,3.211385852,-0.898432585,0.379288495,0.832793291,-5.329037287,PLA2G2E
CRKL,-0.200014052,6.946883622,0.898216547,0.379400959,0.832927575,-5.329210763,CRKL
OR2J2,0.04818212,3.200323708,-0.898164222,0.379428202,0.832927575,-5.329252773,OR2J2
DEFB105A,0.042125956,3.157521583,-0.898082488,0.379470759,0.832934781,-5.329318392,DEFB105A
GATA3-AS1,-0.05197403,3.343806323,0.897916868,0.379557002,0.833037865,-5.329451338,GATA3-AS1
TEX49,0.055798686,3.287257185,-0.897813354,0.379610911,0.833069972,-5.32953442,TEX49
VAPB,0.14898326,3.74448357,-0.897733466,0.37965252,0.833073329,-5.329598533,VAPB
CYP1A1,0.054665903,3.255939064,-0.897623302,0.379709903,0.833073329,-5.329686935,CYP1A1
RNFT2,0.128960439,4.156471999,-0.897580394,0.379732254,0.833073329,-5.329721364,RNFT2
MAMSTR,0.044386003,3.28952125,-0.897508772,0.379769565,0.833073329,-5.32977883,MAMSTR
DAZ2,0.041041399,3.16470922,-0.897306414,0.379874996,0.833218421,-5.329941169,DAZ2
HTR2A,-0.046943167,3.253857593,0.897015133,0.38002679,0.833244419,-5.330174786,HTR2A
TRAM1,-0.186655747,6.877185203,0.897004332,0.380032419,0.833244419,-5.330183447,TRAM1
LUC7L2,-0.089769655,4.18651557,0.896935189,0.380068458,0.833244419,-5.330238892,LUC7L2
SDSL,0.104308475,3.583085794,-0.896933303,0.380069441,0.833244419,-5.330240404,SDSL
UQCRB,0.057087899,3.429361958,-0.896906725,0.380083295,0.833244419,-5.330261715,UQCRB
SF3B6,0.219678097,5.978412302,-0.896750769,0.380164592,0.833336503,-5.330386755,SF3B6
LINC00442,0.0494533,3.315644831,-0.896672317,0.380205492,0.833340024,-5.330449647,LINC00442
LRRCC1,-0.095325835,4.144068407,0.895944607,0.380585014,0.833886036,-5.331032788,LRRCC1
OTUB2,-0.061501616,3.403303976,0.895905216,0.380605564,0.833886036,-5.331064341,OTUB2
ZNF404,0.042139155,3.143185862,-0.895885524,0.380615838,0.833886036,-5.331080114,ZNF404
ADAMTSL4,-0.062148694,3.524947714,0.895851322,0.380633683,0.833886036,-5.331107509,ADAMTSL4
PRKRIP1,-0.124620784,4.60755784,0.89578319,0.380669231,0.833886036,-5.331162078,PRKRIP1
TBX1,0.077249582,3.75609634,-0.895742385,0.380690523,0.833886036,-5.331194758,TBX1
NLRC4,0.05964374,3.267150084,-0.895640076,0.380743909,0.833916847,-5.33127669,NLRC4
PATE4,-0.053756294,3.314881484,0.895388891,0.380875003,0.833928072,-5.33147781,PATE4
MIR7-2,0.042029882,3.194094972,-0.895363425,0.380888296,0.833928072,-5.331498198,MIR7-2
PLEKHA6,0.042198595,3.238757915,-0.895023897,0.381065548,0.833928072,-5.331769963,PLEKHA6
HOXB6,-0.050989437,3.471987569,0.894958088,0.38109991,0.833928072,-5.331822627,HOXB6
IP6K2,-0.091071287,3.543261335,0.894936326,0.381111274,0.833928072,-5.331840042,IP6K2
ZFAS1,0.175701791,6.71547957,-0.894917712,0.381120993,0.833928072,-5.331854937,ZFAS1
GNA11,0.046815404,3.275894519,-0.894657043,0.381257127,0.833928072,-5.332063495,GNA11
AQP9,0.129302196,3.740086866,-0.894557021,0.381309372,0.833928072,-5.332143507,AQP9
LGALS12,0.05376566,3.399251177,-0.894443336,0.381368758,0.833928072,-5.332234438,LGALS12
RABGAP1,-0.195764163,6.772477237,0.894378268,0.381402752,0.833928072,-5.332286478,RABGAP1
PHF21A,-0.175982215,6.872614982,0.894204311,0.381493641,0.833928072,-5.332425589,PHF21A
DYNLRB1,-0.174425467,7.911626025,0.894202171,0.381494759,0.833928072,-5.3324273,DYNLRB1
ADAMTS6,0.049879322,3.297340835,-0.89417834,0.381507211,0.833928072,-5.332446355,ADAMTS6
ITPRIPL2,0.178294764,4.838537203,-0.894159305,0.381517158,0.833928072,-5.332461576,ITPRIPL2
EIF3D,0.196207923,8.276127416,-0.893998437,0.381601224,0.833928072,-5.332590191,EIF3D
SCNN1B,0.045224983,3.245160148,-0.893935834,0.381633943,0.833928072,-5.332640237,SCNN1B
SPP2,0.050472535,3.264703965,-0.893762694,0.381724441,0.833928072,-5.33277863,SPP2
SLC44A4,-0.141001103,10.08319105,0.893753265,0.38172937,0.833928072,-5.332786167,SLC44A4
UPF3B,-0.134894314,4.965985652,0.893743699,0.381734371,0.833928072,-5.332793813,UPF3B
COPS6,0.152325636,5.900528443,-0.89371284,0.381750502,0.833928072,-5.332818475,COPS6
ACE2,-0.045741374,3.274167193,0.893675735,0.381769899,0.833928072,-5.33284813,ACE2
AMBP,0.065508968,3.328387564,-0.893582483,0.38181865,0.833928072,-5.332922651,AMBP
HSPB9,0.042828494,3.198817314,-0.89345861,0.381883416,0.833928072,-5.333021631,HSPB9
TOP2B,0.202440886,5.643000509,-0.893390042,0.38191927,0.833928072,-5.333076415,TOP2B
BLM,0.071405346,3.508652736,-0.893307363,0.381962505,0.833928072,-5.333142468,BLM
ZNF547,0.059839616,3.153579798,-0.893273344,0.381980295,0.833928072,-5.333169644,ZNF547
GLT8D1,-0.128499054,4.38390166,0.893241226,0.381997092,0.833928072,-5.333195301,GLT8D1
NLGN1,0.040124462,3.274328203,-0.893172156,0.382033215,0.833928072,-5.333250475,NLGN1
WDR27,0.059787288,3.39193964,-0.893155185,0.382042091,0.833928072,-5.33326403,WDR27
RASGEF1A,0.037997029,3.197955377,-0.893096826,0.382072614,0.833928072,-5.333310643,RASGEF1A
CD53,0.195356543,7.343732312,-0.893092988,0.382074622,0.833928072,-5.333313708,CD53
HS3ST1,-0.053391956,3.211664255,0.892929516,0.382160131,0.833928072,-5.333444262,HS3ST1
UMODL1-AS1,-0.04921096,3.355195155,0.892920569,0.382164812,0.833928072,-5.333451407,UMODL1-AS1
ELP4,0.079410722,3.654565734,-0.89290641,0.382172219,0.833928072,-5.333462714,ELP4
NOC2L,0.075882439,3.628683995,-0.892881516,0.382185242,0.833928072,-5.333482593,NOC2L
CCND2,-0.209178497,7.391982917,0.892744952,0.382256689,0.833928072,-5.333591635,CCND2
LRP5L,-0.159495657,5.391085581,0.892722567,0.382268401,0.833928072,-5.333609507,LRP5L
PNOC,0.044486394,3.268783021,-0.892603068,0.382330929,0.833928072,-5.333704909,PNOC
C2orf81,0.039218763,3.202499612,-0.892594837,0.382335236,0.833928072,-5.333711479,C2orf81
MIR1258,-0.054390255,3.320625496,0.892569113,0.382348697,0.833928072,-5.333732015,MIR1258
CALN1,0.067936509,3.83625016,-0.892268781,0.382505879,0.833928072,-5.333971723,CALN1
CRYBB2,-0.182940275,3.603181886,0.892264121,0.382508319,0.833928072,-5.333975442,CRYBB2
ANGPTL8,-0.053602211,3.408459958,0.892119666,0.382583936,0.833928072,-5.334090711,ANGPTL8
CDC73,0.053115179,3.30016718,-0.892089136,0.382599919,0.833928072,-5.334115071,CDC73
PTCHD4,-0.063397733,3.528943149,0.892085114,0.382602025,0.833928072,-5.33411828,PTCHD4
RPGRIP1L,0.046750044,3.154770393,-0.892070556,0.382609646,0.833928072,-5.334129896,RPGRIP1L
